userName,major,researchExp,industryExp,specialization,toeflScore,program,department,toeflEssay,internExp,greV,greQ,userProfileLink,journalPubs,greA,topperCgpa,termAndYear,confPubs,ugCollege,gmatA,cgpa,gmatQ,cgpaScale,gmatV
Vamsi_Viswanadha,Telecom management,0,0,Telecommunications and Network Management,107,MS,Electronics and Communications Engineering,,3,150,157,http://www.edulix.com/unisearch/user.php?uid=268681,0,4,9.01,Fall - 2015,0,GITAM University,,8.73,,10,
indu1234,Electronics and Communication,0,0,Integrated Circuits  RF,108,MS,ece,,0,155,161,http://www.edulix.com/unisearch/user.php?uid=215280,0,3.5,9.8,Fall - 2014,0,amrita vishwa vidyapeetham,,9.2,,10,
daqo,Computer Science,0,0,Software Engineering,98,Both MS and PhD,Computer Engineernig,,0,420,760,http://www.edulix.com/unisearch/user.php?uid=140325,0,4,85,Fall - 2012,0,Shahid Beheshti University  Iran,,70,,100,
kuchhal.dk,Electrical Engineering,0,0,,106,MS,electronics and communication,,0,155,162,http://www.edulix.com/unisearch/user.php?uid=238330,0,4,0,Fall - 2014,0,Manipal university,,8.21,,10,
navyatha,Computer Science,0,0,,95,MS,0,,0,520,800,http://www.edulix.com/unisearch/user.php?uid=10339,0,3,0,Fall - 2011,0,OSMANIA UNIVERSITY,,0,,0,
saikrish91,software engineering,0,0,Cloud Technologies,,MS,Information Technology,,0,159,161,http://www.edulix.com/unisearch/user.php?uid=239467,0,4,9.1,Fall - 2015,0,Rajalakshmi Engineering College,,6.76,,10,
Sum1991,Computer Engineering,0,19,Computer Architecture,104,MS,E&C;,,0,151,165,http://www.edulix.com/unisearch/user.php?uid=257197,0,3,9.9,Fall - 2015,0,The National Institute of Engineering,,9.45,,10,
Sweta_4488,MIS,0,0,,117,MS,Information Technology,30,0,154,160,http://www.edulix.com/unisearch/user.php?uid=176237,0,4,75,Fall - 2013,0,Mumbai Univeristy,,63,,100,
gupi_bagha,MIS/MS CS,0,0,,112,MS,IT,,0,155,163,http://www.edulix.com/unisearch/user.php?uid=93103,0,3.5,9.29,Fall - 2014,0,Institute of Engineering and Management,,7.83,,10,
Karthik bm,Computer Science,0,36,Machine Learning,85,MS,Computer Science,,0,140,166,http://www.edulix.com/unisearch/user.php?uid=226760,0,3,83,Spring - 2015,0,VTU Karnataka,,72.4,,100,
sabarish.raghu,Computer Science,0,0,Data Mining,,MS,Computer Science,,0,145,162,http://www.edulix.com/unisearch/user.php?uid=199183,0,3,8.9,Fall - 2014,0,Anna University,,8.014,,10,
niks17,MIS,0,0,,108,MS,ECE,,0,151,168,http://www.edulix.com/unisearch/user.php?uid=216646,0,3.5,8.5,Fall - 2014,0,IGIT  delhi,,7.8,,100,
doineo,Computer Science,0,0,,108,MS,Computer Science,,0,155,164,http://www.edulix.com/unisearch/user.php?uid=11538,0,,88,Fall - 2012,0,VTU,,72,,100,
Gorya951,(MIS / MSIM / MSIS / MSIT),0,36,MIS,99,MS,EC,,0,146,161,http://www.edulix.com/unisearch/user.php?uid=258265,0,3.5,0,Fall - 2015,0,University of Pune,,67.53,,100,
saieesh9000,Civil Engineering,0,0,construction mangment,,MS,civil enginerring,,0,136,150,http://www.edulix.com/unisearch/user.php?uid=275486,0,3,0,Fall - 2015,0,gitam university,,6.67,,10,
acreddy,Computer Science,0,0,Information Technology,,MS,IT,,0,147,157,http://www.edulix.com/unisearch/user.php?uid=169756,0,3,80,Fall - 2013,0,JNTU,,71,,100,
akshay_akki,Electronics and Communication,0,0,,98,MS,Electronics and communication,,0,145,160,http://www.edulix.com/unisearch/user.php?uid=132753,0,3,82,Fall - 2012,0,Vtu,,70,,100,
kdilip,Computer Science,0,0,,95,MS,CSIT,,0,540,680,http://www.edulix.com/unisearch/user.php?uid=10553,0,3,84,Fall - 2011,0,CVRCE,,74,,100,
YoungWolf,Computer Science,0,0,General,104,MS,CSE,,0,155,166,http://www.edulix.com/unisearch/user.php?uid=218917,0,3.5,10,Fall,0,THE LNM IIT,,7.66,,10,
kanchan.k,Computer Science,0,0,,,MS,Information Technology,,0,,,http://www.edulix.com/unisearch/user.php?uid=215430,0,,0,Fall - 2014,0,Mumbai,,0,,0,
soujanya.aithal,Computer Science,0,0,Systems/ Networks,98,MS,Computer Science,,0,150,160,http://www.edulix.com/unisearch/user.php?uid=173810,0,,86,Spring - 2013,0,RV College of Engineering - VTU India,,85,,100,
vasanth547,Industrial Engineering,0,0,,,MS,Mechanical Engieering,,0,163,145,http://www.edulix.com/unisearch/user.php?uid=184649,0,3,10,Fall - 2013,0,BITS Pilani,,7.39,,10,
snu91,MIS,0,9,,110,MS,IT,,0,150,156,http://www.edulix.com/unisearch/user.php?uid=248454,0,4,9,Fall - 2015,0,VJTI,,7.1,,10,
nmnilu6,Electrical Engineering,0,0,POWER ELECTRONICS,,PhD,ELECTRICAL ENGINEERING,,0,,,http://www.edulix.com/unisearch/user.php?uid=201051,0,,8.5,Fall - 2015,0,WEST BENGAL UNIVERSITY OF TECHNOLOGY,,8.23,,10,
MS_fall11,Engineering Management,0,0,software,116,MS,ETC,,0,670,770,http://www.edulix.com/unisearch/user.php?uid=9903,0,3.5,0,Fall - 2011,0,SSCET  Bhilai,,7.62,,10,
vnavgre,microelectronics,0,36,Device Physics  Solar Cells,107,MS,Electronics and Instrumentation,,0,163,158,http://www.edulix.com/unisearch/user.php?uid=177982,0,3,9.8,Fall - 2015,5,Amrita School of Engineering Bangalore,,8.57,,10,
shanky0300,Computational Biology,0,0,,112,PhD,Biotechnology,,0,590,800,http://www.edulix.com/unisearch/user.php?uid=178362,0,3.5,9.11,Fall - 2013,0,IIT Roorkee,,6.712,,10,
pbsureja,Computer Science,0,0,,97,MS,0,,0,150,163,http://www.edulix.com/unisearch/user.php?uid=222484,0,3,0,Fall - 2014,0,0,,0,,0,
ramaditya,Automotive Engineering,0,0,,,MS,0,,0,,,http://www.edulix.com/unisearch/user.php?uid=157995,0,,0,Fall - 2012,0,0,,0,,0,
achalarvind,Robotics,0,0,,115,MS,Computer Science,,0,159,168,http://www.edulix.com/unisearch/user.php?uid=173436,0,4,86,Fall - 2014,0,B. N. M. Institute of Technology,,75,,100,
ari_cooldude,Computer Science,0,0,Human Computer Interaction,116,MS,Computer Science Engineering,,0,660,800,http://www.edulix.com/unisearch/user.php?uid=131865,0,4,8.93,Fall - 2012,0,WBUT  Govt. College of Engg. Textile Technology  Serampore,,8.93,,10,
mayuri90,Mechanical Engineering,0,0,Mechanics,110,MS,Mechanical,,0,460,770,http://www.edulix.com/unisearch/user.php?uid=150517,0,4,0,Fall - 2012,0,Pune University,,71.1,,100,
sadhuvinay,MIS,0,0,,95,MS,Btech, Biotechnology,,0,370,730,http://www.edulix.com/unisearch/user.php?uid=71923,0,3,0,Fall - 2012,0,VIT University Vellore,,7.89,,10,
imgoku,Computer Science,0,0,,104,MS,CSE,,0,400,670,http://www.edulix.com/unisearch/user.php?uid=8628,0,3.5,94,Fall - 2011,0,Anna University,,70,,100,
milin1234,Computer Engineering,0,0,Computer Engineering,103,MS,Computer Technology,,0,152,157,http://www.edulix.com/unisearch/user.php?uid=176365,0,3,0,Fall - 2013,0,Nagpur University,,71.2,,100,
mtalhaawais,Aerospace Engineering,12,0,Flapping Wing UAVs,114,MS,Mechatronics Engineering,,2,156,157,http://www.edulix.com/unisearch/user.php?uid=230374,0,4,3.94,Fall - 2014,1,National University of Sciences and Technology,,2.67,,4,
neokao227,Computer Science,0,0,CS  IT  Tele,90,MS,Department of Geomatics,,0,720,800,http://www.edulix.com/unisearch/user.php?uid=168781,0,2.5,0,Spring - 2013,0,National Cheng-Chi University,,3.1,,4,
ChaiW,Mechanical Engineering,0,0,Thermal Systems,106,MS,Mechanical,25,0,560,750,http://www.edulix.com/unisearch/user.php?uid=11176,0,3.5,71,Fall - 2013,0,Pune University,,64,,100,
NewUser15,Financial Engineering,0,0,,118,MS,0,30,0,710,800,http://www.edulix.com/unisearch/user.php?uid=150697,0,4,0,Fall - 2012,0,0,,0,,0,
wolverine lll,Mechanical Engineering,0,0,,112,MS,Mechanical Engineering,,0,700,730,http://www.edulix.com/unisearch/user.php?uid=100171,0,3.5,83,Fall - 2012,0,Anna university,,76.18,,100,
V.Neeharika,Electronics and Communication,0,2,Physical Electronics,104,MS/PhD,Electrical Engineering,,12,151,166,http://www.edulix.com/unisearch/user.php?uid=252567,0,3.5,0,Fall - 2015,4,BITS Pilani  Hyd campus,,8.98,,10,
sachidanandaks,Mechanical Engineering,0,0,Design/Manufacturing,91,MS,Mechanical Engineering,23,0,143,157,http://www.edulix.com/unisearch/user.php?uid=213315,0,3,9.08,Fall - 2014,0,Nitte Meenakshi Institute of Technology (Autonomous) / VTU,,8.71,,10,
monsterhimself,Computer Science,0,0,,118,MS,ISE,,0,690,800,http://www.edulix.com/unisearch/user.php?uid=113169,0,4.5,9.5,Fall - 2012,0,PESIT,,8.55,,10,
shanki23.18,CS / MIS,0,0,,100,MS,CS,,0,480,790,http://www.edulix.com/unisearch/user.php?uid=80545,0,3,85,Fall - 2013,0,Sir MVIT,,75,,100,
aditya18,Computer Science,0,0,,109,MS,Computer Science,,0,153,157,http://www.edulix.com/unisearch/user.php?uid=200793,0,4,84,Fall - 2014,0,VTU/BMSCE,,68.3,,100,
kravi88,MIS,0,0,,116,MS,Information Technology,30,0,154,160,http://www.edulix.com/unisearch/user.php?uid=151283,0,4,0,Fall - 2013,0,University of Mumbai,,64,,100,
marcvaz,Electrical Engg/ comp engg,0,0,Computer Architecture,119,MS,Electrical Engineering,,0,570,800,http://www.edulix.com/unisearch/user.php?uid=7583,0,4.5,80,Fall - 2011,0,Anna University/ Sri Ramakrishna Institute of Technology,,80,,100,
mclint,Computer Engineering,0,0,,116,MS,EEE,,0,162,170,http://www.edulix.com/unisearch/user.php?uid=172663,0,4.5,0,Fall - 2013,0,Anna Univ / TCE,,8.8,,10,
pmaheshwari,Industrial Engg/Robotics,0,0,,,MS,Mechanical Engineering,,0,144,158,http://www.edulix.com/unisearch/user.php?uid=194826,0,3,0,Fall - 2013,0,A.I.S.S.M.S. C.O.E. Pune,,64.4,,100,
jayvastani,MIS,0,0,,106,MS,Computer,29,0,155,164,http://www.edulix.com/unisearch/user.php?uid=163877,0,3.5,80,Fall - 2013,0,Mumbai University,,61,,100,
ashputtle,Computer Science,0,0,,110,MS,CSE,,0,161,168,http://www.edulix.com/unisearch/user.php?uid=201826,0,4,9.22,Fall - 2014,0,NIT Calicut,,6.91,,10,
pratheba,Computer Science,0,0,Networking,103,MS,IT,,0,630,770,http://www.edulix.com/unisearch/user.php?uid=10817,0,4,9.3,Fall - 2011,0,PSG College of Technology,,8.71,,10,
krthk,Electrical & Computer Engineering,0,0,Machine Learning/Computer Vision,106,MS,Engineering Physics,,0,160,169,http://www.edulix.com/unisearch/user.php?uid=173761,0,4,0,Fall - 2013,0,IIT Madras,,0,,0,
sitalkedia,Computer Science,0,0,Computer Networks and distributed systems,103,MS,CSE,,0,700,780,http://www.edulix.com/unisearch/user.php?uid=4811,0,3.5,8.4,Fall - 2011,0,Indian School of Mines University Dhanbad,,8,,10,
@erobo9,Mechanical Engineering,0,0,Design of Clean Energy Systems,111,MS,Mechanical Engineering,30,0,154,161,http://www.edulix.com/unisearch/user.php?uid=173117,0,4.5,0,Fall - 2013,0,Thiagarajar College of Engineering,,7.85,,10,
rnadts,Electronics and Communication,0,54,Control Engineering,,MS,Electronics and Communication Engineering,,1,158,163,http://www.edulix.com/unisearch/user.php?uid=265283,0,5.5,77,Spring - 2016,0,University of Calicut,,65,,100,
bganapathi,Human Computer Interaction,0,0,,117,MS,EEE,29,0,560,800,http://www.edulix.com/unisearch/user.php?uid=9499,0,4.5,86,Fall - 2011,0,Anna University,,72,,100,
kjsanjay,Electrical and Computer Engineering,0,0,Embedded Systems,99,MS,Electrical & Electronics Engineering,25,0,149,164,http://www.edulix.com/unisearch/user.php?uid=111536,0,3.5,83,Spring - 2013,0,Govt. Engineering College Trichur[University of Calicut],,70,,100,
sayalimpol,Instrumentation and Control,0,0,MEMS,,MS,instrumentation and control,,0,,,http://www.edulix.com/unisearch/user.php?uid=243231,0,,62,Fall - 2015,0,cummins college of engineering,,0,,100,
dreamzz,MIS,0,0,,114,MS,I.T.,,0,690,750,http://www.edulix.com/unisearch/user.php?uid=143001,0,3.5,70,Fall - 2012,0,Maharashtra Institute Of Tech. Pune University,,60,,100,
peekay,Information Systems,0,0,,112,MS,Information Technology,,0,650,750,http://www.edulix.com/unisearch/user.php?uid=3665,0,5.5,9.4,Fall - 2010,0,Anna University,,9.1,,10,
guruguha,Computer Science,0,0,Parallel Programming,101,MS,Computer Science and Engineering,,0,144,159,http://www.edulix.com/unisearch/user.php?uid=218722,0,3,87,Fall - 2014,0,Bangalore Institute of Technology,,78.11,,100,
anuj.rakani,Computer Science,0,24,,107,MS,Electronics and Telecommunications,,0,148,163,http://www.edulix.com/unisearch/user.php?uid=239857,0,3.5,77,Spring - 2015,0,Mumbai University,,66.93,,100,
gokulsjce,MIS,0,0,,101,MS,EEE,,0,150,161,http://www.edulix.com/unisearch/user.php?uid=204777,0,3.5,89,Fall - 2014,0,St.Jospehs,,74,,100,
icecool15,Comp Science/Comp Networks/Comp Engg,0,0,Security and Algorithms,110,MS,Electronics and Communications,,0,610,750,http://www.edulix.com/unisearch/user.php?uid=102821,0,3.5,84,Fall - 2012,0,VTU \ KLS Gogte Institute of Technology,,70.66,,100,
arindam.1993,Computer Science,0,0,Game Development,115,MS,Information technology,,0,157,163,http://www.edulix.com/unisearch/user.php?uid=223365,0,3.5,78,Fall - 2014,0,D J Sanghvi College of Engineering,,66,,100,
abhijitmaleth,Electrical Engg/ comp engg,0,0,,113,MS,EEE,,0,600,800,http://www.edulix.com/unisearch/user.php?uid=4677,0,4.5,80,Spring - 2011,0,University of Calicut/Govt Engg College Thrissur,,73.45,,100,
timoshenko,Civil Engineering,0,0,,117,MS,Civil Engineering,,0,159,167,http://www.edulix.com/unisearch/user.php?uid=159197,0,3.5,9,Fall - 2014,0,L.D.College Of Engineering,,8.49,,10,
viveksubbarao,Computer Science,0,72,Networks,109,MS,Information Science,,0,161,168,http://www.edulix.com/unisearch/user.php?uid=250629,0,4,90,Fall - 2015,0,VTU/PESIT,,71.08,,100,
shreeharsha_t,Electrical Engineering,0,0,Conrol Engineering ,106,MS,Instrumentation Tech,,0,580,750,http://www.edulix.com/unisearch/user.php?uid=7309,0,3.5,81,Fall - 2011,0,VTU MSRIT,,61,,100,
sharn,MIS,0,0,Business Intelligence,98,MS,IT,,0,152,160,http://www.edulix.com/unisearch/user.php?uid=11154,0,3,81,Fall - 2013,0,Jawaharlal Nehru Technological University,,69.3,,100,
niti0105,MIS,0,0,,108,MS,Computer Science,,0,600,800,http://www.edulix.com/unisearch/user.php?uid=134685,0,3.5,86,Fall - 2012,0,University of Pune,,71,,100,
adithya27,Computer Science,0,0,general,110,MS,B.Tech I.T,,0,156,165,http://www.edulix.com/unisearch/user.php?uid=155038,0,3,9.2,Fall - 2013,0,easwari engineering college | anna university,,7.61,,10,
Skyfall2015,Computer Science,0,48,Machine Learning/Natural Language Processing,118,MS,Computer Science,,0,158,165,http://www.edulix.com/unisearch/user.php?uid=250223,0,4,0,Fall - 2015,0,VTU,,3.38,,4,
amandeepxsingh,Computer Science,0,0,Information Security,103,MS,CSE,,0,154,163,http://www.edulix.com/unisearch/user.php?uid=178477,0,3,84,Fall - 2013,0,ITM Gurgaon,,64.3,,100,
ee06b034,Electrical and computer science,0,0,SIgnal processing mainly image and video,,MS,Electrical Engineering,,0,153,170,http://www.edulix.com/unisearch/user.php?uid=136008,0,3.5,9.8,Fall - 2012,0,IIT Madras,,7.65,,10,
odie4u,Industrial Engineering,0,0,,120,MS,Mechanical,,0,620,730,http://www.edulix.com/unisearch/user.php?uid=104583,0,4.5,9,Fall - 2012,0,Anna University,,7.5,,10,
isha15,Computer Science,0,0,Software engg/networks nd security,110,MS,0,,0,590,740,http://www.edulix.com/unisearch/user.php?uid=10123,0,4,80.5,Fall - 2011,0,0,,0,,100,
Agastheesh,Industrial Engineering,0,0,Manufacturing Engineering,91,MS,Mechatronics,,0,310,720,http://www.edulix.com/unisearch/user.php?uid=154782,0,3,0,Fall - 2012,0,SASTRA UNIVERSITY,,7.82,,10,
pathaksumedh,Mechanical Engineering,0,0,,,MS,mechanical engineering,,0,145,154,http://www.edulix.com/unisearch/user.php?uid=223454,0,2.5,0,Fall - 2014,0,nagpur university,,58,,100,
sp24091,Computer Science,0,0,Computer Networks,102,MS,Information Technology,,0,150,158,http://www.edulix.com/unisearch/user.php?uid=185173,0,3.5,8.5,Fall - 2013,0,LJ Institue of Engineering and Technology,,7.86,,10,
shreyarc,Polymer Science and Engineering,0,0,Chemistry,109,PhD,Chemistry,,0,157,160,http://www.edulix.com/unisearch/user.php?uid=62759,0,3.5,87,Fall - 2013,0,Mumbai University,,82,,100,
manan.buddhadev,Computer Science,0,12,Computer Security,103,MS,IT,27,0,149,157,http://www.edulix.com/unisearch/user.php?uid=253262,1,3,78,Fall - 2015,0,Thakur College of Engg & Tech.,,58,,100,
akshayhegde8,Computer Engineering,0,0,Machine Learning and Computer Vision,101,MS,Computer Science,,0,150,162,http://www.edulix.com/unisearch/user.php?uid=165276,0,4.5,0,Fall - 2013,0,VTU  PESIT South Campus,,78,,100,
shre606,Computer Science,0,0,Software Engineering,99,MS,Computer Science and Engineering,,0,148,157,http://www.edulix.com/unisearch/user.php?uid=77480,0,4,84,Fall - 2012,0,RNS Institute of Technology,,69.71,,100,
naresh244,Electrical Engineering,0,0,VLSI/Microelectronics,95,MS,Electronics and Communication,28,0,460,780,http://www.edulix.com/unisearch/user.php?uid=9274,0,2.5,9.8,Fall - 2011,0,Manipal Institute of Technology,,8.69,,10,
Ashwin1989,Computer Engineering,0,0,IT,,MS,0,,0,,,http://www.edulix.com/unisearch/user.php?uid=157242,0,,0,Summer - 2013,0,0,,0,,0,
tanejaaditya,Engineering Management,0,0,Energy Consulting,106,MS,Electronics and Communication,,0,153,318,http://www.edulix.com/unisearch/user.php?uid=158544,0,4.5,9.35,Fall - 2013,0,VIT University,,8.97,,10,
msumaithri,Computer Science,0,0,Master of Science in Information Security Technology and Management (MSISTM),104,MS,Informatin Technology,,0,440,780,http://www.edulix.com/unisearch/user.php?uid=125574,0,3,9.76,Fall - 2012,0,VIT University  Vellore,,9.72,,10,
anirbanmondal,Computer Science,0,0,DataBase / Networking.,112,Both MS and PhD,ECE,28,0,148,164,http://www.edulix.com/unisearch/user.php?uid=163782,0,3,9.16,Fall - 2013,0,WBUT,,8.16,,10,
hrishikeshjoshi,Mechanical Engineering,0,0,Design/Manufacturing,102,MS,Mechanical Engineering,,0,510,740,http://www.edulix.com/unisearch/user.php?uid=6216,0,3,0,Fall - 2011,0,K J Somaiya College of Engineering  Mumbai,,64.59,,100,
anisdube,Computer Science,0,0,System/Netwrok,,MS,Electronics and Communciation,,0,148,168,http://www.edulix.com/unisearch/user.php?uid=182067,0,,9.87,Fall - 2014,0,Nit Allahabad,,9.48,,10,
prathap,Computer Science,0,0,Operating Systems and Computer Architecture,94,MS,Applied Electronics & Instrumentation,,0,450,800,http://www.edulix.com/unisearch/user.php?uid=11550,0,2.5,80,Fall - 2014,0,Mahathma Gandhi University,,61,,100,
misaspirant_fall13,MIS,0,0,,110,MS,CSE,29,0,153,159,http://www.edulix.com/unisearch/user.php?uid=188915,0,3,90,Fall,0,KEC,,73,,100,
arjun033,Computer Science,0,62,,109,MS,CSE,,0,156,166,http://www.edulix.com/unisearch/user.php?uid=183656,0,4,10,Fall - 2015,0,WBUT,,8.18,,10,
gsrohit,Electronics and Communication,0,0,vlsi/embedded sys,100,MS,ece,,0,147,156,http://www.edulix.com/unisearch/user.php?uid=169990,0,2.5,82,Fall - 2013,0,jntu,,70,,100,
rewse,Electrical & Computer Engineering,0,0,,102,MS,ECE,28,0,149,161,http://www.edulix.com/unisearch/user.php?uid=193300,0,3,0,Fall - 2013,0,SASTRA University,,8,,10,
ranjithgangam1,MIS/MS CS,0,53,Computers.,91,MS,Computers,,0,147,161,http://www.edulix.com/unisearch/user.php?uid=260057,0,3,0,Fall - 2015,0,JNTU,,73,,100,
mykbdj,Electrical Engineering,0,0,Computer Architecture,108,MS,Electronics & Communication Engineering,,0,153,164,http://www.edulix.com/unisearch/user.php?uid=10139,0,4,78,Spring - 2013,0,RGTU  Bhopal,,75,,100,
deepaknitdgp,Industrial Engineering,0,0,ece,106,MS,electronics and communication engineering,,0,490,800,http://www.edulix.com/unisearch/user.php?uid=7237,0,3.5,9.2,Fall - 2011,0,nit durgapur,,8.5,,10,
bkk,Electrical & Computer Engineering,0,0,VLSI,87,MS,0,,0,147,162,http://www.edulix.com/unisearch/user.php?uid=238171,0,3,0,Fall - 2014,0,0,,0,,0,
nishunishant,MIS,0,60,Management/Systems/Information Systems,7,MS,IT,,6,148,162,http://www.edulix.com/unisearch/user.php?uid=216329,0,4.5,0,Fall - 2014,0,Manipal Inst. of Tech.,,7.62,,10,
bkr,Computer Science,0,0,,90,MS,Mechanical Engineering,,0,470,740,http://www.edulix.com/unisearch/user.php?uid=5504,0,3.5,90,Fall - 2011,0,Osmania University,,85,,100,
aemcric,Biomedical Engineering,0,0,,88,MS,Electronics and communication enginnering,22,0,460,770,http://www.edulix.com/unisearch/user.php?uid=6149,0,3,9.2,Fall - 2011,0,Anna University,,8.1,,10,
Patrick87,Master of engineering management,0,0,,,MS,Civil,,0,152,164,http://www.edulix.com/unisearch/user.php?uid=187433,0,4,0,Fall - 2013,0,Queen's University,,3.3,,4,
vbhatia,Civil Engineering,0,0,,110,MS,Civil,25,0,160,169,http://www.edulix.com/unisearch/user.php?uid=228787,0,3.5,9.5,Fall - 2014,0,Punjab Engineering College,,8.49,,10,
Johan,MIS,0,24,,108,MS,0,,0,31,42,http://www.edulix.com/unisearch/user.php?uid=223471,1,5.5,0,Fall - 2014,1,0,,0,,0,
piyushr,Robotics,0,0,,104,MS,Electronics and Instrumentation Engineering,,0,580,790,http://www.edulix.com/unisearch/user.php?uid=138190,0,3,0,Fall - 2012,0,Institute of Technical Education and Research  Bhubaneswar,,7.6,,10,
aspire.aparna,Computer Science,0,0,,105,MS,Electronics & Communication,,0,510,790,http://www.edulix.com/unisearch/user.php?uid=10469,0,4.5,85,Spring - 2012,0,Anna University,,83,,100,
GeCko90,CS / MIS,0,22,,106,MS,CSE,,0,156,160,http://www.edulix.com/unisearch/user.php?uid=202824,0,3.5,0,Fall - 2014,0,Amrita School Of Engineering,,6.38,,10,
Hari_V,Electronics and Communication,0,0,,106,MS,Electronics and Communication,,0,145,161,http://www.edulix.com/unisearch/user.php?uid=155653,0,4,86,Fall - 2013,0,Sapthagiri college / VTU,,76.53,,100,
rkkr.2100,Electrical Engineering,12,0,Signal and Image Processing  Computer Vision,104,MS,Electronics and Communication,,3,153,162,http://www.edulix.com/unisearch/user.php?uid=247653,0,3,9.66,Fall - 2015,4,RGUKT,,9.11,,10,
PIKACHU23,Electrical & Computer Engineering,3,0,Digital Signal Processing,108,MS,ECE,,2,157,167,http://www.edulix.com/unisearch/user.php?uid=252065,0,4,9.2,Fall - 2015,1,Anna University,,9,,10,
prerana.prakash,Computer Science,0,0,,102,MS,CS,,0,420,730,http://www.edulix.com/unisearch/user.php?uid=9984,0,3.5,8,Fall - 2011,0,Mody Institute of Technology,,7.54,,10,
vsohail,Computer Science,0,0,,113,MS,CSE,30,0,153,168,http://www.edulix.com/unisearch/user.php?uid=187273,0,4,9.4,Fall - 2013,0,VIT Vellore,,8.83,,10,
gandhi_chintu,Electrical Engineering,0,0,Comm. & Signal Proc.,87,MS,Electronics and Communication,,0,580,800,http://www.edulix.com/unisearch/user.php?uid=7179,0,3,9.87,Fall - 2011,0,Sri Jayachamarajendra College of Engineering,,9.57,,10,
AnandR23,Mechanical Engineering,0,0,Robotics,109,MS,MECHANICAL ENGINEERING,,1,158,165,http://www.edulix.com/unisearch/user.php?uid=234308,0,4,9.6,Fall - 2015,0,SRM UNIVERSITY  KATTANKULATHUR  CHENNAI,,9.027,,10,
vidhyaprakash0703,Industrial Engineering,0,0,SCM & Logistics,100,MS,Industrial Engineering,28,0,156,159,http://www.edulix.com/unisearch/user.php?uid=133800,0,3,9.85,Fall - 2013,0,College of Engineering  Guindy  Anna University,,7.97,,10,
hikaruyh88,Computer Science,0,0,Network,86,MS,Information Technology,27,0,146,169,http://www.edulix.com/unisearch/user.php?uid=158284,0,3.5,8.5,Fall - 2012,0,HUST,,7.82,,10,
venkatesh_moktali,Bioinformatics,0,0,,267,MS/PhD,Biotechnology,5,0,510,720,http://www.edulix.com/unisearch/user.php?uid=1310,0,4,0,Fall - 2007,0,Vellore Institute of Technology,,8.56,,10,
miiithun1992,Electrical Engineering,0,0,Computer Networks,104,MS,EXTC,,0,152,162,http://www.edulix.com/unisearch/user.php?uid=260381,0,4,80,Fall - 15,0,VCET,,68,,100,
Alphonsa,Electrical Engineering,0,0,,109,MS,Electrical and Electronics,,0,158,147,http://www.edulix.com/unisearch/user.php?uid=171924,0,3.5,8.7,Fall - 2014,0,Anna University,,7.3,,10,
rajkn,Electrical Engineering,0,0,Control Systems  Signals  Robotics,111,MS,Electronics & Communication,,0,151,163,http://www.edulix.com/unisearch/user.php?uid=163406,0,3.5,9.48,Fall - 2013,0,R.V.College of Engineering,,9.26,,10,
prajakta_b,MIS,0,33,SAP,97,MS,E&TC;,,0,147,159,http://www.edulix.com/unisearch/user.php?uid=239425,0,3,0,Spring - 2015,0,MIT - College Of Engineering,,0,,0,
manojchandran,Computer Science,0,0,,87,MS,Computer Science,,0,148,153,http://www.edulix.com/unisearch/user.php?uid=148724,0,,85,Fall - 2013,0,Anna university,,75,,100,
gsmforgre,Computer Science,0,29,,114,MS,Computer Science,,0,150,168,http://www.edulix.com/unisearch/user.php?uid=216430,0,3.5,9.5,Fall - 2014,0,NIT Rourkela,,7.4,,10,
Skamesh,Civil Engineering,0,0,Structural Engineering,111,Both MS and PhD,Civil Engineering,,0,700,780,http://www.edulix.com/unisearch/user.php?uid=147014,0,3,9.29,Fall - 2012,0,IIT Guwahati,,9.29,,10,
digineo,MIS,0,0,,105,MS,BE_Electronics_Telecomm,,0,620,750,http://www.edulix.com/unisearch/user.php?uid=5583,0,3,0,Fall,0,Mumbai_University,,56,,100,
niranjansa,Computer Science,0,0,,105,MS,CS,,0,430,780,http://www.edulix.com/unisearch/user.php?uid=3336,0,4,0,Fall - 2011,0,VTU,,75.2,,100,
jay sanghvi,MIS,0,0,,111,MS,Computer Science,,0,32,48,http://www.edulix.com/unisearch/user.php?uid=7982,0,5.5,78,Fall - 2011,0,University of Mumbai,,66.17,,100,
dream_fall13,Computer Engineering,0,0,Embedded Sys/Networking,108,MS,E&TC;,27,0,148,162,http://www.edulix.com/unisearch/user.php?uid=180566,0,3.5,77,Fall - 2013,0,Pune University,,70,,100,
swap58,Comp Science/Comp Networks/Comp Engg,0,0,,94,MS,0,,0,350,740,http://www.edulix.com/unisearch/user.php?uid=10739,0,3,0,Fall,0,mumbai,,0,,0,
abhik1493,Computer Science,0,0,,116,MS,Computer Sc & Engg,,0,159,164,http://www.edulix.com/unisearch/user.php?uid=245561,0,3.5,9.3,Spring - 2016,0,VIT University,,8.8,,10,
mitesh2801,Electrical Engineering,0,0,VLSI,98,MS,Electrical & Electronics Engineering,4,0,148,165,http://www.edulix.com/unisearch/user.php?uid=168673,0,3.5,9.8,Fall - 2014,0,BITS Pilani,,8.5,,10,
tushar54983,Computer Science,0,0,,112,MS,Computer Science,,0,160,170,http://www.edulix.com/unisearch/user.php?uid=127843,0,4,9.4,Fall - 2012,0,Dr MGR College,,8.4,,10,
